Price,Open,High,Low,Close,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.746225733732643,24.75733433246641,23.848705532925308,24.2885799407959,212818400
2015-01-05,24.057535347435078,24.137512513705367,23.417719712206985,23.604331970214844,257142000
2015-01-06,23.668763854504675,23.86648475935941,23.24444035862307,23.60655975341797,263188400
2015-01-07,23.815380861143215,24.03753927102304,23.704301656203306,23.93756866455078,160423600
2015-01-08,24.26636687175016,24.915069102408545,24.148621476140704,24.85730743408203,237458000
2015-01-09,25.030590129694804,25.159442427054685,24.484080590300568,24.88396644592285,214798000
2015-01-12,25.015039596441564,25.02170407834321,24.170838555190564,24.270809173583984,198603200
2015-01-13,24.75511483629627,25.05947250680508,24.195276317806265,24.486303329467773,268367600
2015-01-14,24.224156850283055,24.546285914954115,24.104191087561126,24.39299774169922,195826400
2015-01-15,24.437422680243017,24.450751641144272,23.695414477883954,23.730958938598633,240056000
2015-01-16,23.77762055635253,23.899808391713535,23.371070153170933,23.54657554626465,314053200
2015-01-20,23.95756233314418,24.208602423426765,23.659870874674425,24.15306282043457,199599600
2015-01-21,24.204159340685063,24.67291374557186,24.0530915462912,24.33745574951172,194303600
2015-01-22,24.49519446822556,24.986164505409786,24.375228685688032,24.970613479614258,215185600
2015-01-23,24.94838711138706,25.27051608905417,24.77732420715968,25.099454879760742,185859200
2015-01-26,25.268298963710123,25.406037798361062,25.059471195287816,25.126117706298828,222460000
2015-01-27,24.9750477120884,24.988378369065714,24.221930847834546,24.246368408203125,382274800
2015-01-28,26.13248997647666,26.24134880447562,25.617082595825195,25.617082595825195,585908400
2015-01-29,25.84146561266473,26.47906084545902,25.672624750212208,26.414634704589844,337745600
2015-01-30,26.30355593888149,26.659009053947294,25.959209727294347,26.028079986572266,334982000
2015-02-02,26.225799913021184,26.47461623735488,25.788147591911834,26.354650497436523,250956400
2015-02-03,26.325774330486077,26.456846992487105,26.128053460560718,26.359098434448242,207662800
2015-02-04,26.325772839941987,26.772311739909934,26.283562197650888,26.561260223388672,280598800
2015-02-05,26.768684571272377,26.81552346177892,26.596948212034828,26.750843048095703,168984800
2015-02-06,26.76868125718588,26.819980096729665,26.418516096545073,26.52557373046875,174826400
2015-02-09,26.44081626495556,26.728530095268773,26.414051435837166,26.701766967773438,155559200
2015-02-10,26.802135571878527,27.24374595062465,26.79990644538046,27.214750289916992,248034000
2015-02-11,27.382031909316506,27.861557949851104,27.32181315149291,27.852636337280273,294247200
2015-02-12,28.11581982595189,28.432531137637998,28.006533042518136,28.205034255981445,297898000
2015-02-13,28.387921486223178,28.387921486223178,28.024374703566266,28.34331512451172,217088800
2015-02-17,28.434754845619533,28.744775313753916,28.307624860083543,28.510587692260742,252609600
2015-02-18,28.465976260339524,28.72246702927705,28.425829864317798,28.70908546447754,179566800
2015-02-19,28.65556125181187,28.778231291214368,28.622107333450753,28.64887046813965,149449600
2015-02-20,28.686780798766748,28.883052825927734,28.55965252898941,28.883052825927734,195793600
2015-02-23,28.999038964560516,29.66368293762207,28.918746152809994,29.66368293762207,283896400
2015-02-24,29.65030137339149,29.797505428827776,29.255528098629526,29.47856330871582,276912400
2015-02-25,29.34250546676133,29.35142877908934,28.5819547450075,28.72469711303711,298846800
2015-02-26,28.724700756115052,29.18861436185984,28.238485673214807,29.08824920654297,365150000
2015-02-27,28.994586343230086,29.121718086140348,28.602045476368044,28.651113510131836,248059200
2015-03-02,28.827300982962022,29.05702697772314,28.615418213446564,28.791614532470703,192386800
2015-03-03,28.762616822721085,28.887515972542232,28.568573911948544,28.851829528808594,151265200
2015-03-04,28.79384789282073,28.896442186882158,28.61988069571888,28.6689453125,126665200
2015-03-05,28.677866050476716,28.71578162559271,28.048906862742268,28.193880081176758,226068400
2015-03-06,28.63771411109559,28.854058495568886,28.1604206909755,28.236251831054688,291368400
2015-03-09,28.539587810298716,28.898676368147214,27.892785303343523,28.356698989868164,354114000
2015-03-10,28.193880208039282,28.37453817397716,27.611758204879983,27.770112991333008,275426400
2015-03-11,27.823641387774657,27.8281013430904,27.234828591930793,27.263822555541992,275756000
2015-03-12,27.279435822987377,27.85709789818275,27.127771813054192,27.756731033325195,193450800
2015-03-13,27.745583939947167,27.968619177886254,27.339659874962983,27.564924240112305,207309200
2015-03-16,27.629598495237378,27.86824607849121,27.40433418037639,27.86824607849121,143497200
2015-03-17,28.080134441165704,28.396844044080183,28.024375636358634,28.334394454956055,204092400
2015-03-18,28.325467862356152,28.80722466797545,28.184956311528882,28.653329849243164,261083600
2015-03-19,28.715786690805473,28.827304309022193,28.41468946194509,28.436992645263672,183238000
2015-03-20,28.604263901299028,28.637717819416945,27.915085962093794,28.08013153076172,274780400
2015-03-23,28.352236379049575,28.515051128701085,28.218413892358317,28.3723087310791,150838800
2015-03-24,28.37676587330061,28.557422117693964,28.227331013820923,28.25632667541504,131369200
2015-03-25,28.222869783532424,28.285319357030684,27.518077850341797,27.518077850341797,206620800
2015-03-26,27.37980678968051,27.85264041377287,27.344120334174143,27.709897994995117,190291600
2015-03-27,27.783502161853857,27.81249613295622,27.413264516541265,27.48909568786621,158184800
2015-03-30,27.66751218813297,28.191644472093586,27.656359749520163,28.184953689575195,188398800
2015-03-31,28.12251308695356,28.211727524839546,27.736663067910687,27.752275466918945,168362400
2015-04-01,27.83925003582992,27.906161267922673,27.45562926862788,27.712120056152344,162485600
2015-04-02,27.886087113408173,28.00429548158997,27.698738386846077,27.950767517089844,128880400
2015-04-06,27.761191272731303,28.439218476535938,27.729966481247576,28.403532028198242,148776000
2015-04-07,28.468218312182895,28.575274276033092,28.09798069323383,28.104671478271484,140049200
2015-04-08,28.06897863149046,28.191648667996017,27.872708274705047,28.013219833374023,149316800
2015-04-09,28.06898208162467,28.231798540851795,27.803571327071094,28.227336883544922,129936000
2015-04-10,28.091281786821686,28.37230660554711,27.937388661253518,28.3477725982666,160752000
2015-04-13,28.631029764719884,28.67563953079171,28.23848900731811,28.292016983032227,145460400
2015-04-14,28.325467893901763,28.390148300373983,28.08236036419002,28.169343948364258,102098400
2015-04-15,28.19388148911807,28.354465409679758,28.1046670655014,28.276403427124023,115881600
2015-04-16,28.164882440536996,28.347771221256455,28.126966868081066,28.140348434448242,113476000
2015-04-17,28.002069661598362,28.133659611037796,27.75896041204498,27.823640823364258,207828000
2015-04-20,28.006530269959693,28.57526901455029,27.917315848762083,28.459291458129883,188217200
2015-04-21,28.570815232392768,28.59311671415308,28.251873073666808,28.305402755737305,129740400
2015-04-22,28.32323800100604,28.74254354117084,28.17380483368184,28.686784744262695,150618000
2015-04-23,28.615415701301764,29.088249217436424,28.579729253943356,28.92097282409668,183083600
2015-04-24,29.10386670980074,29.135091504070484,28.82284015812573,29.05702781677246,178103600
2015-04-27,29.509785916396012,29.692676408679905,29.25106427507844,29.585617065429688,387816800
2015-04-28,29.989323531981157,30.007163358502904,28.898681211254328,29.119483947753906,475696000
2015-04-29,29.030262396360513,29.349201098226022,28.615416788979697,28.691247940063477,253544400
2015-04-30,28.691241625084306,28.691241625084306,27.785719458545497,27.91284942626953,332781600
2015-05-01,28.12473932691889,29.023572642555443,27.94631218188357,28.76038932800293,234050400
2015-05-04,28.8830587408262,29.121708041200908,28.60649386439373,28.70462989807129,203953200
2015-05-05,28.58195763943982,28.64886887568983,28.053365339233785,28.05782699584961,197085600
2015-05-06,28.22732960990973,28.269706835286797,27.513617770851592,27.88162612915039,288564000
2015-05-07,27.94433980407834,28.237737504672765,27.776364686526524,28.05408477783203,175763600
2015-05-08,28.372121744216695,28.582651138305664,28.244460703036083,28.582651138305664,222201600
2015-05-11,28.531136923635124,28.569210878091393,28.136954788653792,28.291492462158203,168143200
2015-05-12,28.130239960233904,28.416917295009878,27.955546066150525,28.190711975097656,192640000
2015-05-13,28.253420196141793,28.486345939426375,28.190709747705863,28.222064971923828,138776800
2015-05-14,28.535616247578584,28.880523681640625,28.479624536905582,28.880523681640625,180814000
2015-05-15,28.907402605932774,29.001468271652918,28.71479098065927,28.840211868286133,152832000
2015-05-18,28.75285998776585,29.276941499810263,28.748379694703456,29.158239364624023,203531600
2015-05-19,29.270225068418622,29.312779312198696,29.035059217371547,29.131366729736328,178532800
2015-05-20,29.115688131979727,29.33517467023896,28.96786920281095,29.129125595092773,145819600
2015-05-21,29.131363735257175,29.48075140148702,29.07761047219789,29.426998138427734,158921600
2015-05-22,29.474034835932816,29.78086828529664,29.42923873802828,29.684560775756836,182384000
2015-05-26,29.698010013711308,29.767439200555813,28.918602801323118,29.03058624267578,282790400
2015-05-27,29.191831740938717,29.621847584620834,29.12688287295774,29.572574615478516,183332800
2015-05-28,29.532276283035642,29.552432484330538,29.36206266521691,29.514358520507812,122933200
2015-05-29,29.39116785708155,29.440440835950447,29.093291545724245,29.17840003967285,203538000
2015-06-01,29.178393627926333,29.42699690578592,29.126882222232776,29.236623764038086,128451200
2015-06-02,29.084327646640585,29.263501763122008,28.96338708305629,29.106725692749023,134670400
2015-06-03,29.263508783621116,29.32621922681494,29.093291794269735,29.14256477355957,123934000
2015-06-04,29.02161832151451,29.245585121263073,28.87156097577843,28.97234535217285,153800400
2015-06-05,29.00370861831629,29.04626286887471,28.74838653242886,28.813335418701172,142507200
2015-06-08,28.869326349947787,28.93875894592509,28.405716735453293,28.62296485900879,210699200
2015-06-09,28.37659874556621,28.685674087079356,28.134715850173816,28.53785514831543,224301600
2015-06-10,28.64983562186176,28.967868100801432,28.634158012582517,28.864845275878906,156349200
2015-06-11,28.932033944612545,29.1560007783716,28.77525784447374,28.799894332885742,141563600
